geotype,geoid,geoname,gwvoteimp,priority
cbsa,35100,"New Bern, NC Metro Area, North Carolina",50.65,49.63
cbsa,35140,"Newberry, SC Micro Area, South Carolina",47.23,45.31
cbsa,35220,"New Castle, IN Micro Area, Indiana",44.80,40.81
cbsa,35260,"New Castle, PA Micro Area, Pennsylvania",51.39,42.14
cbsa,35300,"New Haven-Milford, CT Metro Area, Connecticut",0.00,0.00
cbsa,35380,"New Orleans-Metairie, LA Metro Area, Louisiana",58.24,55.13
cbsa,35380,"New Orleans-Metairie, LA Metro Area, Louisiana",58.24,55.13
cbsa,35380,"New Orleans-Metairie, LA Metro Area, Louisiana",58.24,55.13
cbsa,35380,"New Orleans-Metairie, LA Metro Area, Louisiana",58.24,55.13
cbsa,35380,"New Orleans-Metairie, LA Metro Area, Louisiana",58.24,55.13
cbsa,35380,"New Orleans-Metairie, LA Metro Area, Louisiana",58.24,55.13
cbsa,35380,"New Orleans-Metairie, LA Metro Area, Louisiana",58.24,55.13
cbsa,35380,"New Orleans-Metairie, LA Metro Area, Louisiana",58.24,55.13
cbsa,35420,"New Philadelphia-Dover, OH Micro Area, Ohio",41.72,37.59
cbsa,35440,"Newport, OR Micro Area, Oregon",60.51,58.07
cbsa,35460,"Newport, TN Micro Area, Tennessee",45.11,38.77
cbsa,35580,"New Ulm, MN Micro Area, Minnesota",41.36,40.11
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New Jersey",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New York",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New Jersey",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New York",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New Jersey",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, Pennsylvania",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New York",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New Jersey",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New Jersey",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New Jersey",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New York",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New York",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New Jersey",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New York",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New Jersey",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New York",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New Jersey",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New Jersey",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New York",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New York",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New York",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New Jersey",65.27,61.93
cbsa,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area, New Jersey",65.27,61.93
cbsa,35660,"Niles, MI Metro Area, Michigan",53.22,49.97
cbsa,35700,"Nogales, AZ Micro Area, Arizona",54.18,57.42
cbsa,35740,"Norfolk, NE Micro Area, Nebraska",41.06,37.31
cbsa,35740,"Norfolk, NE Micro Area, Nebraska",41.06,37.31
cbsa,35740,"Norfolk, NE Micro Area, Nebraska",41.06,37.31
cbsa,35820,"North Platte, NE Micro Area, Nebraska",41.76,33.36
cbsa,35820,"North Platte, NE Micro Area, Nebraska",41.76,33.36
cbsa,35820,"North Platte, NE Micro Area, Nebraska",41.76,33.36
cbsa,35840,"North Port-Sarasota-Bradenton, FL Metro Area, Florida",57.81,51.62
cbsa,35840,"North Port-Sarasota-Bradenton, FL Metro Area, Florida",57.81,51.62
cbsa,35860,"North Vernon, IN Micro Area, Indiana",44.69,40.12
cbsa,35900,"North Wilkesboro, NC Micro Area, North Carolina",42.11,40.60
cbsa,35940,"Norwalk, OH Micro Area, Ohio",42.55,39.17
cbsa,35980,"Norwich-New London, CT Metro Area, Connecticut",0.00,0.00
cbsa,36020,"Oak Harbor, WA Micro Area, Washington",60.18,60.65
cbsa,36100,"Ocala, FL Metro Area, Florida",47.67,50.26
cbsa,36140,"Ocean City, NJ Metro Area, New Jersey",54.55,53.33
cbsa,36220,"Odessa, TX Metro Area, Texas",56.02,53.35
cbsa,36260,"Ogden-Clearfield, UT Metro Area, Utah",46.35,41.48
cbsa,36260,"Ogden-Clearfield, UT Metro Area, Utah",46.35,41.48
cbsa,36260,"Ogden-Clearfield, UT Metro Area, Utah",46.35,41.48
cbsa,36260,"Ogden-Clearfield, UT Metro Area, Utah",46.35,41.48
cbsa,36300,"Ogdensburg-Massena, NY Micro Area, New York",54.02,48.30
cbsa,36340,"Oil City, PA Micro Area, Pennsylvania",49.50,40.92
cbsa,36380,"Okeechobee, FL Micro Area, Florida",47.52,43.34
cbsa,36420,"Oklahoma City, OK Metro Area, Oklahoma",51.12,46.89
cbsa,36420,"Oklahoma City, OK Metro Area, Oklahoma",51.12,46.89
cbsa,36420,"Oklahoma City, OK Metro Area, Oklahoma",51.12,46.89
cbsa,36420,"Oklahoma City, OK Metro Area, Oklahoma",51.12,46.89
cbsa,36420,"Oklahoma City, OK Metro Area, Oklahoma",51.12,46.89
cbsa,36420,"Oklahoma City, OK Metro Area, Oklahoma",51.12,46.89
cbsa,36420,"Oklahoma City, OK Metro Area, Oklahoma",51.12,46.89
cbsa,36460,"Olean, NY Micro Area, New York",54.07,48.40
cbsa,36500,"Olympia-Lacey-Tumwater, WA Metro Area, Washington",62.79,57.06
cbsa,36540,"Omaha-Council Bluffs, NE-IA Metro Area, Nebraska",48.89,43.80
cbsa,36540,"Omaha-Council Bluffs, NE-IA Metro Area, Iowa",48.89,43.80
cbsa,36540,"Omaha-Council Bluffs, NE-IA Metro Area, Iowa",48.89,43.80
cbsa,36540,"Omaha-Council Bluffs, NE-IA Metro Area, Iowa",48.89,43.80
cbsa,36540,"Omaha-Council Bluffs, NE-IA Metro Area, Nebraska",48.89,43.80
cbsa,36540,"Omaha-Council Bluffs, NE-IA Metro Area, Nebraska",48.89,43.80
cbsa,36540,"Omaha-Council Bluffs, NE-IA Metro Area, Nebraska",48.89,43.80
cbsa,36540,"Omaha-Council Bluffs, NE-IA Metro Area, Nebraska",48.89,43.80
cbsa,36580,"Oneonta, NY Micro Area, New York",55.76,50.79
cbsa,36620,"Ontario, OR-ID Micro Area, Idaho",43.69,41.89
cbsa,36620,"Ontario, OR-ID Micro Area, Oregon",43.69,41.89
cbsa,36660,"Opelousas, LA Micro Area, Louisiana",53.52,51.16
cbsa,36700,"Orangeburg, SC Micro Area, South Carolina",54.04,58.06
cbsa,36740,"Orlando-Kissimmee-Sanford, FL Metro Area, Florida",55.89,53.95
cbsa,36740,"Orlando-Kissimmee-Sanford, FL Metro Area, Florida",55.89,53.95
cbsa,36740,"Orlando-Kissimmee-Sanford, FL Metro Area, Florida",55.89,53.95
cbsa,36740,"Orlando-Kissimmee-Sanford, FL Metro Area, Florida",55.89,53.95
cbsa,36780,"Oshkosh-Neenah, WI Metro Area, Wisconsin",51.31,44.90
cbsa,36820,"Oskaloosa, IA Micro Area, Iowa",39.89,38.25
cbsa,36830,"Othello, WA Micro Area, Washington",55.37,53.86
cbsa,36837,"Ottawa, IL Micro Area, Illinois",47.98,43.99
cbsa,36837,"Ottawa, IL Micro Area, Illinois",47.98,43.99
cbsa,36837,"Ottawa, IL Micro Area, Illinois",47.98,43.99
cbsa,36840,"Ottawa, KS Micro Area, Kansas",42.26,41.70
cbsa,36900,"Ottumwa, IA Micro Area, Iowa",45.76,39.84
cbsa,36940,"Owatonna, MN Micro Area, Minnesota",42.31,41.28
cbsa,36980,"Owensboro, KY Metro Area, Kentucky",48.93,38.56
cbsa,36980,"Owensboro, KY Metro Area, Kentucky",48.93,38.56
cbsa,36980,"Owensboro, KY Metro Area, Kentucky",48.93,38.56
cbsa,37060,"Oxford, MS Micro Area, Mississippi",50.11,47.42
cbsa,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area, California",56.99,61.14
cbsa,37120,"Ozark, AL Micro Area, Alabama",45.06,41.52
cbsa,37140,"Paducah, KY-IL Micro Area, Kentucky",51.06,40.02
cbsa,37140,"Paducah, KY-IL Micro Area, Illinois",51.06,40.02
cbsa,37140,"Paducah, KY-IL Micro Area, Kentucky",51.06,40.02
cbsa,37140,"Paducah, KY-IL Micro Area, Kentucky",51.06,40.02
cbsa,37220,"Pahrump, NV Micro Area, Nevada",44.07,40.69
cbsa,37260,"Palatka, FL Micro Area, Florida",53.12,43.31
cbsa,37300,"Palestine, TX Micro Area, Texas",52.26,46.65
cbsa,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area, Florida",56.92,55.68
cbsa,37420,"Pampa, TX Micro Area, Texas",46.39,40.24
cbsa,37420,"Pampa, TX Micro Area, Texas",46.39,40.24
cbsa,37460,"Panama City, FL Metro Area, Florida",47.11,45.70
cbsa,37500,"Paragould, AR Micro Area, Arkansas",48.46,44.71
cbsa,37540,"Paris, TN Micro Area, Tennessee",45.20,40.86
cbsa,37580,"Paris, TX Micro Area, Texas",49.84,41.79
cbsa,37620,"Parkersburg-Vienna, WV Metro Area, West Virginia",43.82,39.42
cbsa,37620,"Parkersburg-Vienna, WV Metro Area, West Virginia",43.82,39.42
cbsa,37660,"Parsons, KS Micro Area, Kansas",48.64,48.63
cbsa,37740,"Payson, AZ Micro Area, Arizona",45.29,44.99
cbsa,37770,"Pearsall, TX Micro Area, Texas",53.79,54.80
cbsa,37780,"Pecos, TX Micro Area, Texas",52.14,51.17
cbsa,37780,"Pecos, TX Micro Area, Texas",52.14,51.17
cbsa,37800,"Pella, IA Micro Area, Iowa",40.99,41.38
cbsa,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area, Florida",53.04,51.10
cbsa,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area, Florida",53.04,51.10
cbsa,37900,"Peoria, IL Metro Area, Illinois",48.65,45.11
cbsa,37900,"Peoria, IL Metro Area, Illinois",48.65,45.11
cbsa,37900,"Peoria, IL Metro Area, Illinois",48.65,45.11
cbsa,37900,"Peoria, IL Metro Area, Illinois",48.65,45.11
cbsa,37900,"Peoria, IL Metro Area, Illinois",48.65,45.11
cbsa,37900,"Peoria, IL Metro Area, Illinois",48.65,45.11
cbsa,37940,"Peru, IN Micro Area, Indiana",43.04,40.15
cbsa,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area, Pennsylvania",63.60,61.33
cbsa,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area, New Jersey",63.60,61.33
cbsa,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area, New Jersey",63.60,61.33
cbsa,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area, Pennsylvania",63.60,61.33
cbsa,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area, Maryland",63.60,61.33
cbsa,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area, New Jersey",63.60,61.33
cbsa,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area, New Jersey",63.60,61.33
cbsa,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area, Pennsylvania",63.60,61.33
cbsa,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area, Pennsylvania",63.60,61.33
cbsa,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area, Pennsylvania",63.60,61.33
cbsa,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area, Delaware",63.60,61.33
cbsa,38060,"Phoenix-Mesa-Chandler, AZ Metro Area, Arizona",53.48,50.98
cbsa,38060,"Phoenix-Mesa-Chandler, AZ Metro Area, Arizona",53.48,50.98
cbsa,38100,"Picayune, MS Micro Area, Mississippi",45.25,39.11
cbsa,38180,"Pierre, SD Micro Area, South Dakota",45.59,43.62
cbsa,38180,"Pierre, SD Micro Area, South Dakota",45.59,43.62
cbsa,38220,"Pine Bluff, AR Metro Area, Arkansas",52.91,49.90
cbsa,38220,"Pine Bluff, AR Metro Area, Arkansas",52.91,49.90
cbsa,38220,"Pine Bluff, AR Metro Area, Arkansas",52.91,49.90
cbsa,38240,"Pinehurst-Southern Pines, NC Micro Area, North Carolina",50.61,48.85
cbsa,38260,"Pittsburg, KS Micro Area, Kansas",42.78,42.91
cbsa,38300,"Pittsburgh, PA Metro Area, Pennsylvania",55.01,46.90
cbsa,38300,"Pittsburgh, PA Metro Area, Pennsylvania",55.01,46.90
cbsa,38300,"Pittsburgh, PA Metro Area, Pennsylvania",55.01,46.90
cbsa,38300,"Pittsburgh, PA Metro Area, Pennsylvania",55.01,46.90
cbsa,38300,"Pittsburgh, PA Metro Area, Pennsylvania",55.01,46.90
cbsa,38300,"Pittsburgh, PA Metro Area, Pennsylvania",55.01,46.90
cbsa,38300,"Pittsburgh, PA Metro Area, Pennsylvania",55.01,46.90
cbsa,38340,"Pittsfield, MA Metro Area, Massachusetts",61.60,61.58
cbsa,38380,"Plainview, TX Micro Area, Texas",49.67,47.37
cbsa,38420,"Platteville, WI Micro Area, Wisconsin",47.94,42.00
cbsa,38460,"Plattsburgh, NY Micro Area, New York",58.85,51.33
cbsa,38500,"Plymouth, IN Micro Area, Indiana",42.82,42.88
cbsa,38540,"Pocatello, ID Metro Area, Idaho",47.53,44.66
cbsa,38540,"Pocatello, ID Metro Area, Idaho",47.53,44.66
cbsa,38580,"Point Pleasant, WV-OH Micro Area, Ohio",52.15,31.36
cbsa,38580,"Point Pleasant, WV-OH Micro Area, West Virginia",52.15,31.36
cbsa,38620,"Ponca City, OK Micro Area, Oklahoma",47.01,41.58
cbsa,38700,"Pontiac, IL Micro Area, Illinois",41.84,40.12
cbsa,38740,"Poplar Bluff, MO Micro Area, Missouri",39.13,39.99
cbsa,38740,"Poplar Bluff, MO Micro Area, Missouri",39.13,39.99
cbsa,38780,"Portales, NM Micro Area, New Mexico",46.76,44.12
cbsa,38820,"Port Angeles, WA Micro Area, Washington",55.45,57.01
cbsa,38860,"Portland-South Portland, ME Metro Area, Maine",66.47,60.79
cbsa,38860,"Portland-South Portland, ME Metro Area, Maine",66.47,60.79
cbsa,38860,"Portland-South Portland, ME Metro Area, Maine",66.47,60.79
cbsa,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area, Oregon",59.97,58.92
cbsa,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area, Oregon",59.97,58.92
cbsa,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area, Oregon",59.97,58.92
cbsa,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area, Oregon",59.97,58.92
cbsa,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area, Washington",59.97,58.92
cbsa,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area, Oregon",59.97,58.92
cbsa,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area, Washington",59.97,58.92
cbsa,38920,"Port Lavaca, TX Micro Area, Texas",60.64,52.73
cbsa,38940,"Port St. Lucie, FL Metro Area, Florida",54.09,51.72
cbsa,38940,"Port St. Lucie, FL Metro Area, Florida",54.09,51.72
cbsa,39020,"Portsmouth, OH Micro Area, Ohio",42.76,41.08
cbsa,39060,"Pottsville, PA Micro Area, Pennsylvania",52.07,43.82
cbsa,39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area, New York",61.91,57.64
cbsa,39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area, New York",61.91,57.64
cbsa,39150,"Prescott Valley-Prescott, AZ Metro Area, Arizona",52.04,44.82
cbsa,39220,"Price, UT Micro Area, Utah",45.99,37.82
cbsa,39260,"Prineville, OR Micro Area, Oregon",48.50,45.81
cbsa,39300,"Providence-Warwick, RI-MA Metro Area, Rhode Island",60.20,58.53
cbsa,39300,"Providence-Warwick, RI-MA Metro Area, Rhode Island",60.20,58.53
cbsa,39300,"Providence-Warwick, RI-MA Metro Area, Rhode Island",60.20,58.53
cbsa,39300,"Providence-Warwick, RI-MA Metro Area, Rhode Island",60.20,58.53
cbsa,39300,"Providence-Warwick, RI-MA Metro Area, Rhode Island",60.20,58.53
cbsa,39300,"Providence-Warwick, RI-MA Metro Area, Massachusetts",60.20,58.53
cbsa,39340,"Provo-Orem, UT Metro Area, Utah",54.62,38.05
cbsa,39340,"Provo-Orem, UT Metro Area, Utah",54.62,38.05
cbsa,39380,"Pueblo, CO Metro Area, Colorado",55.68,52.29
cbsa,39420,"Pullman, WA Micro Area, Washington",57.16,51.32
cbsa,39460,"Punta Gorda, FL Metro Area, Florida",51.08,48.27
cbsa,39500,"Quincy, IL-MO Micro Area, Illinois",43.63,42.12
cbsa,39500,"Quincy, IL-MO Micro Area, Missouri",43.63,42.12
cbsa,39540,"Racine, WI Metro Area, Wisconsin",55.00,47.55
cbsa,39580,"Raleigh-Cary, NC Metro Area, North Carolina",58.82,56.61
cbsa,39580,"Raleigh-Cary, NC Metro Area, North Carolina",58.82,56.61
cbsa,39580,"Raleigh-Cary, NC Metro Area, North Carolina",58.82,56.61
cbsa,39660,"Rapid City, SD Metro Area, South Dakota",44.25,42.71
cbsa,39660,"Rapid City, SD Metro Area, South Dakota",44.25,42.71
cbsa,39700,"Raymondville, TX Micro Area, Texas",56.09,58.13
cbsa,39740,"Reading, PA Metro Area, Pennsylvania",58.38,52.57
cbsa,39780,"Red Bluff, CA Micro Area, California",52.10,50.18
cbsa,39820,"Redding, CA Metro Area, California",50.87,45.22
cbsa,39860,"Red Wing, MN Micro Area, Minnesota",45.32,43.66
cbsa,39900,"Reno, NV Metro Area, Nevada",58.19,49.88
cbsa,39900,"Reno, NV Metro Area, Nevada",58.19,49.88
cbsa,39940,"Rexburg, ID Micro Area, Idaho",46.08,39.35
cbsa,39940,"Rexburg, ID Micro Area, Idaho",46.08,39.35
cbsa,39980,"Richmond, IN Micro Area, Indiana",44.20,40.39
cbsa,40060,"Richmond, VA Metro Area, Virginia",55.13,55.11
cbsa,40060,"Richmond, VA Metro Area, Virginia",55.13,55.11
cbsa,40060,"Richmond, VA Metro Area, Virginia",55.13,55.11
cbsa,40060,"Richmond, VA Metro Area, Virginia",55.13,55.11
cbsa,40060,"Richmond, VA Metro Area, Virginia",55.13,55.11
cbsa,40060,"Richmond, VA Metro Area, Virginia",55.13,55.11
cbsa,40060,"Richmond, VA Metro Area, Virginia",55.13,55.11
cbsa,40060,"Richmond, VA Metro Area, Virginia",55.13,55.11
cbsa,40060,"Richmond, VA Metro Area, Virginia",55.13,55.11
cbsa,40060,"Richmond, VA Metro Area, Virginia",55.13,55.11
cbsa,40060,"Richmond, VA Metro Area, Virginia",55.13,55.11
cbsa,40060,"Richmond, VA Metro Area, Virginia",55.13,55.11
cbsa,40060,"Richmond, VA Metro Area, Virginia",55.13,55.11
cbsa,40060,"Richmond, VA Metro Area, Virginia",55.13,55.11
cbsa,40060,"Richmond, VA Metro Area, Virginia",55.13,55.11
cbsa,40060,"Richmond, VA Metro Area, Virginia",55.13,55.11
cbsa,40060,"Richmond, VA Metro Area, Virginia",55.13,55.11
cbsa,40080,"Richmond-Berea, KY Micro Area, Kentucky",48.94,42.02
cbsa,40080,"Richmond-Berea, KY Micro Area, Kentucky",48.94,42.02
cbsa,40100,"Rio Grande City-Roma, TX Micro Area, Texas",58.08,58.70
cbsa,40140,"Riverside-San Bernardino-Ontario, CA Metro Area, California",60.39,62.17
cbsa,40140,"Riverside-San Bernardino-Ontario, CA Metro Area, California",60.39,62.17
cbsa,40180,"Riverton, WY Micro Area, Wyoming",48.08,44.54
cbsa,40220,"Roanoke, VA Metro Area, Virginia",50.84,48.10
cbsa,40220,"Roanoke, VA Metro Area, Virginia",50.84,48.10
cbsa,40220,"Roanoke, VA Metro Area, Virginia",50.84,48.10
cbsa,40220,"Roanoke, VA Metro Area, Virginia",50.84,48.10
cbsa,40220,"Roanoke, VA Metro Area, Virginia",50.84,48.10
cbsa,40220,"Roanoke, VA Metro Area, Virginia",50.84,48.10
cbsa,40260,"Roanoke Rapids, NC Micro Area, North Carolina",54.20,58.39
cbsa,40260,"Roanoke Rapids, NC Micro Area, North Carolina",54.20,58.39
cbsa,40300,"Rochelle, IL Micro Area, Illinois",44.40,44.28
cbsa,40340,"Rochester, MN Metro Area, Minnesota",49.19,46.09
cbsa,40340,"Rochester, MN Metro Area, Minnesota",49.19,46.09
cbsa,40340,"Rochester, MN Metro Area, Minnesota",49.19,46.09
cbsa,40340,"Rochester, MN Metro Area, Minnesota",49.19,46.09
cbsa,40380,"Rochester, NY Metro Area, New York",55.98,52.22
cbsa,40380,"Rochester, NY Metro Area, New York",55.98,52.22
cbsa,40380,"Rochester, NY Metro Area, New York",55.98,52.22
cbsa,40380,"Rochester, NY Metro Area, New York",55.98,52.22
cbsa,40380,"Rochester, NY Metro Area, New York",55.98,52.22
cbsa,40380,"Rochester, NY Metro Area, New York",55.98,52.22
cbsa,40420,"Rockford, IL Metro Area, Illinois",50.92,52.20
cbsa,40420,"Rockford, IL Metro Area, Illinois",50.92,52.20
cbsa,40460,"Rockingham, NC Micro Area, North Carolina",47.85,48.31
cbsa,40530,"Rockport, TX Micro Area, Texas",53.65,48.32
cbsa,40540,"Rock Springs, WY Micro Area, Wyoming",55.62,33.60
cbsa,40580,"Rocky Mount, NC Metro Area, North Carolina",54.36,57.38
cbsa,40580,"Rocky Mount, NC Metro Area, North Carolina",54.36,57.38
cbsa,40620,"Rolla, MO Micro Area, Missouri",41.89,38.32
cbsa,40660,"Rome, GA Metro Area, Georgia",49.85,42.47
cbsa,40700,"Roseburg, OR Micro Area, Oregon",49.03,44.66
cbsa,40740,"Roswell, NM Micro Area, New Mexico",51.67,49.08
cbsa,40760,"Ruidoso, NM Micro Area, New Mexico",47.72,45.52
cbsa,40780,"Russellville, AR Micro Area, Arkansas",46.26,42.23
cbsa,40780,"Russellville, AR Micro Area, Arkansas",46.26,42.23
cbsa,40820,"Ruston, LA Micro Area, Louisiana",54.19,50.26
cbsa,40860,"Rutland, VT Micro Area, Vermont",57.33,50.97
cbsa,40900,"Sacramento-Roseville-Folsom, CA Metro Area, California",57.69,59.45
cbsa,40900,"Sacramento-Roseville-Folsom, CA Metro Area, California",57.69,59.45
cbsa,40900,"Sacramento-Roseville-Folsom, CA Metro Area, California",57.69,59.45
cbsa,40900,"Sacramento-Roseville-Folsom, CA Metro Area, California",57.69,59.45
cbsa,40940,"Safford, AZ Micro Area, Arizona",49.03,46.33
cbsa,40980,"Saginaw, MI Metro Area, Michigan",54.15,52.51
cbsa,41060,"St. Cloud, MN Metro Area, Minnesota",47.29,46.45
cbsa,41060,"St. Cloud, MN Metro Area, Minnesota",47.29,46.45
cbsa,41100,"St. George, UT Metro Area, Utah",45.57,40.00
cbsa,41140,"St. Joseph, MO-KS Metro Area, Missouri",42.58,41.86
cbsa,41140,"St. Joseph, MO-KS Metro Area, Missouri",42.58,41.86
cbsa,41140,"St. Joseph, MO-KS Metro Area, Missouri",42.58,41.86
cbsa,41140,"St. Joseph, MO-KS Metro Area, Kansas",42.58,41.86
cbsa,41180,"St. Louis, MO-IL Metro Area, Illinois",50.38,48.17
cbsa,41180,"St. Louis, MO-IL Metro Area, Illinois",50.38,48.17
cbsa,41180,"St. Louis, MO-IL Metro Area, Illinois",50.38,48.17
cbsa,41180,"St. Louis, MO-IL Metro Area, Illinois",50.38,48.17
cbsa,41180,"St. Louis, MO-IL Metro Area, Missouri",50.38,48.17
cbsa,41180,"St. Louis, MO-IL Metro Area, Illinois",50.38,48.17
cbsa,41180,"St. Louis, MO-IL Metro Area, Illinois",50.38,48.17
cbsa,41180,"St. Louis, MO-IL Metro Area, Missouri",50.38,48.17
cbsa,41180,"St. Louis, MO-IL Metro Area, Illinois",50.38,48.17
cbsa,41180,"St. Louis, MO-IL Metro Area, Missouri",50.38,48.17
cbsa,41180,"St. Louis, MO-IL Metro Area, Illinois",50.38,48.17
cbsa,41180,"St. Louis, MO-IL Metro Area, Missouri",50.38,48.17
cbsa,41180,"St. Louis, MO-IL Metro Area, Missouri",50.38,48.17
cbsa,41180,"St. Louis, MO-IL Metro Area, Missouri",50.38,48.17
cbsa,41180,"St. Louis, MO-IL Metro Area, Missouri",50.38,48.17
cbsa,41220,"St. Marys, GA Micro Area, Georgia",46.74,41.47
cbsa,41260,"St. Marys, PA Micro Area, Pennsylvania",46.25,40.31
cbsa,41400,"Salem, OH Micro Area, Ohio",46.52,40.94
cbsa,41420,"Salem, OR Metro Area, Oregon",59.40,57.62
cbsa,41420,"Salem, OR Metro Area, Oregon",59.40,57.62
cbsa,41460,"Salina, KS Micro Area, Kansas",46.71,46.81
cbsa,41460,"Salina, KS Micro Area, Kansas",46.71,46.81
cbsa,41500,"Salinas, CA Metro Area, California",61.17,66.63
cbsa,41540,"Salisbury, MD-DE Metro Area, Maryland",50.47,51.78
cbsa,41540,"Salisbury, MD-DE Metro Area, Delaware",50.47,51.78
cbsa,41540,"Salisbury, MD-DE Metro Area, Maryland",50.47,51.78
cbsa,41540,"Salisbury, MD-DE Metro Area, Maryland",50.47,51.78
cbsa,41620,"Salt Lake City, UT Metro Area, Utah",51.58,51.34
cbsa,41620,"Salt Lake City, UT Metro Area, Utah",51.58,51.34
cbsa,41660,"San Angelo, TX Metro Area, Texas",51.35,47.44
cbsa,41660,"San Angelo, TX Metro Area, Texas",51.35,47.44
cbsa,41660,"San Angelo, TX Metro Area, Texas",51.35,47.44
cbsa,41700,"San Antonio-New Braunfels, TX Metro Area, Texas",57.40,54.23
cbsa,41700,"San Antonio-New Braunfels, TX Metro Area, Texas",57.40,54.23
cbsa,41700,"San Antonio-New Braunfels, TX Metro Area, Texas",57.40,54.23
cbsa,41700,"San Antonio-New Braunfels, TX Metro Area, Texas",57.40,54.23
cbsa,41700,"San Antonio-New Braunfels, TX Metro Area, Texas",57.40,54.23
cbsa,41700,"San Antonio-New Braunfels, TX Metro Area, Texas",57.40,54.23
cbsa,41700,"San Antonio-New Braunfels, TX Metro Area, Texas",57.40,54.23
cbsa,41700,"San Antonio-New Braunfels, TX Metro Area, Texas",57.40,54.23
cbsa,41740,"San Diego-Chula Vista-Carlsbad, CA Metro Area, California",63.78,60.69
cbsa,41760,"Sandpoint, ID Micro Area, Idaho",44.95,41.12
cbsa,41780,"Sandusky, OH Micro Area, Ohio",47.86,49.50
cbsa,41820,"Sanford, NC Micro Area, North Carolina",52.55,50.07
cbsa,41860,"San Francisco-Oakland-Berkeley, CA Metro Area, California",67.83,72.86
cbsa,41860,"San Francisco-Oakland-Berkeley, CA Metro Area, California",67.83,72.86
cbsa,41860,"San Francisco-Oakland-Berkeley, CA Metro Area, California",67.83,72.86
cbsa,41860,"San Francisco-Oakland-Berkeley, CA Metro Area, California",67.83,72.86
cbsa,41860,"San Francisco-Oakland-Berkeley, CA Metro Area, California",67.83,72.86
